,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874257445,69.31113434,0.862055779,0.686927021,Poland,Central and Eastern Europe,6.186299801,0.035500165,6.255880356,6.116719246,10.26512432,1.972316742,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.884440243,67.69958496,0.836179912,0.86457181,Colombia,Latin America and Caribbean,6.163400173,0.056480873,6.274102688,6.052697659,9.500369072,1.972316742,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805996239,73.70222473,0.779858291,0.856271744,Cyprus,Western Europe,6.15899992,0.050605938,6.258187771,6.059812069,10.40570259,1.972316742,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857497036,67.50717926,0.863902867,0.665950119,Nicaragua,Latin America and Caribbean,6.13710022,0.063886963,6.262318611,6.011881828,8.493160248,1.972316742,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825161517,67.20723724,0.842823207,0.934300244,Romania,Central and Eastern Europe,6.123700142,0.047432564,6.216668129,6.030732155,10.107584,1.972316742,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846475244,66.76764679,0.872366488,0.760849059,Kuwait,Middle East and North Africa,6.102099895,0.053297732,6.206563473,5.997636318,11.08982468,1.972316742,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.910357833,66.40434265,0.889534533,0.805343091,Mauritius,Sub-Saharan Africa,6.101299763,0.057226494,6.213463783,5.989135742,9.956786156,1.972316742,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934744895,64.60996246,0.811601937,0.764490843,Kazakhstan,Commonwealth of Independent States,6.057899952,0.043229785,6.1426301,5.973169804,10.11465836,1.972316742,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934729993,68.60495758,0.87770915,0.623073816,Estonia,Central and Eastern Europe,6.021800041,0.035985194,6.092330933,5.95126915,10.34001732,1.972316742,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846730053,61.92676163,0.915463448,0.733634114,Philippines,Southeast Asia,6.006000042,0.049858402,6.103722572,5.908277512,8.993545532,1.972316742,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921934128,67.60997009,0.718964577,0.892916501,Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,5.923032761,10.24924374,1.972316742,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889973223,67.25059509,0.905063033,0.886272311,Thailand,Southeast Asia,5.998799801,0.042596295,6.082288742,5.91531086,9.741791725,1.972316742,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900567949,68.80380249,0.831132412,0.842009842,Argentina,Latin America and Caribbean,5.974699974,0.053441759,6.079445839,5.869954109,9.810955048,1.972316742,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821870148,67.19876862,0.870603263,0.801131904,Honduras,Latin America and Caribbean,5.953199863,0.065731592,6.082033634,5.824366093,8.424534798,1.972316742,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918288589,66.8074646,0.671237648,0.795580089,Latvia,Central and Eastern Europe,5.949999809,0.034838136,6.018282413,5.881717205,10.17531967,1.972316742,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836418986,68.50003815,0.859828949,0.801215112,Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846264,5.821553707,9.246058464,1.972316742,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886590719,72.40202332,0.888747811,0.892629504,Portugal,Western Europe,5.910900116,0.053158198,6.015089989,5.806710243,10.26374245,1.972316742,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915701866,67.09999847,0.858068526,0.888890028,Jamaica,Latin America and Caribbean,5.889800072,0.120590433,6.126157284,5.65344286,9.006250381,1.972316742,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799387157,73.6027298,0.612965107,0.789067447,South Korea,East Asia,5.872399807,0.044085015,5.958806515,5.785993099,10.51056671,1.972316742,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883545935,75.00096893,0.809961379,0.654558063,Japan,East Asia,5.870800018,0.041391667,5.951927662,5.789672375,10.57968903,1.972316742,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831075251,68.10023499,0.824766099,0.893714964,Peru,Latin America and Caribbean,5.796800137,0.061311204,5.916970253,5.67663002,9.456313133,1.972316742,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881475747,68.21020508,0.726495862,0.843509018,Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,5.678803921,9.680980682,1.972316742,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803108692,63.6004715,0.875873327,0.822606206,Bolivia,Latin America and Caribbean,5.747499943,0.050645422,5.846765041,5.648234844,8.851115227,1.972316742,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689062297,58.25313568,0.734833717,0.745705426,Pakistan,South Asia,5.69329977,0.048216224,5.78780365,5.598795891,8.482727051,1.972316742,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898727894,65.63993835,0.885923445,0.834788501,Paraguay,Latin America and Caribbean,5.692100048,0.051957864,5.793937683,5.590262413,9.389982224,1.972316742,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882085383,65.80748749,0.866202772,0.755999923,Dominican Republic,Latin America and Caribbean,5.689199924,0.069831297,5.826069355,5.552330494,9.664880753,1.972316742,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829204142,67.80813599,0.651352704,0.933769107,Bosnia and Herzegovina,Central and Eastern Europe,5.674099922,0.046385963,5.765016556,5.583183289,9.455817223,1.972316742,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843313575,65.01301575,0.721609175,0.913314283,Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,5.524640083,8.776714325,1.972316742,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835297108,64.10459137,0.831383407,0.592076063,Tajikistan,Commonwealth of Independent States,5.555699825,0.032321576,5.619050026,5.492349625,8.024810791,1.972316742,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855314612,68.50534821,0.649565637,0.783121586,Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088024,9.751860619,1.972316742,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.903150737,64.10045624,0.729892612,0.864802599,Russia,Commonwealth of Independent States,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,1.972316742,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.887228489,64.10601044,0.909374893,0.888396084,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.043677468,5.627108097,5.455892086,8.148405075,1.972316742,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90674746,66.10433197,0.639163077,0.63571167,Belarus,Commonwealth of Independent States,5.539899826,0.037060037,5.612537384,5.467262268,9.779945374,1.972316742,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820356607,73.70222473,0.79529351,0.62611568,North Cyprus,Western Europe,5.53550005,0.051037241,5.635532856,5.435467243,10.40570259,1.972316742,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.814380348,72.40525818,0.541345119,0.859931409,Greece,Western Europe,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,1.972316742,1.128070116,1.168973565,0.979431748,0.173516348,0,0.048844352,2.016179085,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845969081,76.77170563,0.779833794,0.420607209,Hong Kong S.A.R. of China,East Asia,5.510399818,0.046019029,5.600596905,5.420202732,10.9346714,1.972316742,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874623716,70.21490479,0.714838803,0.916495264,Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,5.430644035,10.07087517,1.972316742,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825942934,62.29999924,0.773157001,0.668779135,Libya,Middle East and North Africa,5.488800049,0.060677204,5.607727528,5.36987257,9.789815903,1.972316742,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937142491,62.30448532,0.693351328,0.863511205,Mongolia,East Asia,5.456200123,0.040313236,5.535213947,5.377186298,9.412186623,1.972316742,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816509426,67.10215759,0.894626856,0.839302301,Malaysia,Southeast Asia,5.384300232,0.048802696,5.479953289,5.288647175,10.26251888,1.972316742,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.849987149,67.9527359,0.939592957,0.79642123,Vietnam,Southeast Asia,5.353499889,0.033800762,5.41974926,5.287250519,8.809545517,1.972316742,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808379889,62.15584946,0.870614409,0.876296401,Indonesia,Southeast Asia,5.285600185,0.047692381,5.379077435,5.192122936,9.36975193,1.972316742,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658048689,49.50377274,0.727909327,0.790771961,Ivory Coast,Sub-Saharan Africa,5.233300209,0.073095515,5.376567364,5.090033054,8.225561142,1.972316742,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468671143,54.31246567,0.735182583,0.740532577,Benin,Sub-Saharan Africa,5.21600008,0.077759244,5.368408203,5.063591957,7.674319744,1.972316742,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91316092,70.59999847,0.853962779,0.824211061,Maldives,South Asia,5.197599888,0.071985401,5.338691235,5.056508541,9.518632889,1.972316742,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640228093,57.92448044,0.719058514,0.751779079,Congo (Brazzaville),Sub-Saharan Africa,5.194399834,0.077028967,5.345376492,5.043423176,8.536987305,1.972316742,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.819308281,65.50839996,0.786824107,0.55253756,Azerbaijan,Commonwealth of Independent States,5.164800167,0.034197241,5.231826782,5.097773552,9.687726974,1.972316742,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820392311,67.50442505,0.738840938,0.897490501,Macedonia,Central and Eastern Europe,5.159800053,0.046761535,5.251452446,5.068147659,9.510591507,1.972316742,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,1.617594957,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728601098,57.20398712,0.794796526,0.847964764,Ghana,Sub-Saharan Africa,5.147999763,0.058634609,5.262923717,5.033075809,8.350645065,1.972316742,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785512447,63.77917862,0.797565043,0.738099158,Nepal,South Asia,5.137199879,0.057692084,5.250276566,5.024123192,7.925357342,1.972316742,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.826313555,66.90281677,0.608830452,0.748197377,Turkey,Middle East and North Africa,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,1.972316742,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798760593,69.2891922,0.898517907,0.7539711,China,East Asia,5.123899937,0.025901664,5.174667358,5.073132515,9.688568115,1.972316742,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958966196,62.21170807,0.826457024,0.883691847,Turkmenistan,Commonwealth of Independent States,5.119100094,0.029379817,5.17668438,5.061515808,9.74803257,1.972316742,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937840343,66.80397797,0.745178163,0.935585141,Bulgaria,Central and Eastern Europe,5.101500034,0.04422117,5.188173294,5.014826775,9.869318962,1.972316742,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0,1.294961452,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592628479,65.89624023,0.772072434,0.815724611,Morocco,Middle East and North Africa,5.094799995,0.05565045,5.203875065,4.985724926,8.940313339,1.972316742,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.700386405,52.7049408,0.763051808,0.851336598,Cameroon,Sub-Saharan Africa,5.084899902,0.067296073,5.216800213,4.952999592,8.118647575,1.972316742,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,2.719370842,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890408158,66.50534058,0.62327832,0.837038398,Venezuela,Latin America and Caribbean,5.053199768,0.06428051,5.179189682,4.927209854,8.977793694,1.972316742,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803385139,65.90517426,0.466610909,0.735485137,Algeria,Middle East and North Africa,5.005099773,0.044236008,5.09180212,4.918397427,9.537964821,1.972316742,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723616004,59.59915161,0.690596163,0.808785141,Senegal,Sub-Saharan Africa,4.980800152,0.05276908,5.084227562,4.877372742,8.118982315,1.972316742,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637573481,54.46780014,0.706846774,0.761794448,Guinea,Sub-Saharan Africa,4.949299812,0.073042229,5.09246254,4.806137085,7.750990391,1.972316742,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617435038,53.50009537,0.759772122,0.722530186,Niger,Sub-Saharan Africa,4.909599781,0.077208281,5.060927868,4.758271694,6.842166901,1.972316742,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.737502217,58.70992279,0.907213569,0.634679317,Laos,Southeast Asia,4.888599873,0.040268615,4.967526436,4.809673309,8.79858017,1.972316742,0.714693844,0.987391889,0.486378282,0.612027287,0.27266711,0.194273964,1.621152639,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671070457,68.70813751,0.781994224,0.896303713,Albania,Central and Eastern Europe,4.882699966,0.056115732,4.992686749,4.772713184,9.417930603,1.972316742,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773080647,61.52996826,0.959704638,0.822769046,Cambodia,Southeast Asia,4.848400116,0.058006871,4.962093353,4.734706879,8.249890327,1.972316742,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687292993,64.50306702,0.90062499,0.661843538,Bangladesh,South Asia,4.832799911,0.040124193,4.911443233,4.75415659,8.287063599,1.972316742,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787886858,59.71533966,0.704829216,0.849150956,Gabon,Sub-Saharan Africa,4.829299927,0.060268242,4.947425842,4.711174011,9.680537224,1.972316742,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.852532268,56.50601196,0.759330094,0.843423843,South Africa,Sub-Saharan Africa,4.814099789,0.060023591,4.931746006,4.696453571,9.403370857,1.972316742,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,1.625117302,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747694969,59.90354919,0.633182645,0.82226181,Iraq,Middle East and North Africa,4.784800053,0.077791877,4.937272072,4.632328033,9.661095619,1.972316742,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.824338138,67.10658264,0.551357508,0.90225625,Lebanon,Middle East and North Africa,4.771500111,0.043753985,4.857257843,4.685742378,9.3617239,1.972316742,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.712943614,53.88945389,0.665563583,0.739795029,Burkina Faso,Sub-Saharan Africa,4.768700123,0.062067267,4.890351772,4.647048473,7.46854496,1.972316742,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6931687,55.0120163,0.733163178,0.690717816,Gambia,Sub-Saharan Africa,4.750599861,0.067163654,4.882240772,4.61895895,7.321814537,1.972316742,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.731468976,51.72698212,0.71156615,0.839328408,Mali,Sub-Saharan Africa,4.729300022,0.064362764,4.855451107,4.603148937,7.629852295,1.972316742,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73721689,49.86190796,0.759578407,0.861874342,Nigeria,Sub-Saharan Africa,4.724100113,0.05211626,4.826248169,4.621952057,8.57662487,1.972316742,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757479429,66.75065613,0.712017834,0.773544788,Armenia,Commonwealth of Independent States,4.676799774,0.058595356,4.791646481,4.561953068,9.100476265,1.972316742,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629033029,64.49520874,0.801641524,0.665944695,Georgia,Commonwealth of Independent States,4.672599792,0.043417413,4.757698059,4.587501526,9.226100922,1.972316742,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.694689691,66.00614929,0.647873282,0.714635968,Iran,Middle East and North Africa,4.672399998,0.055878021,4.78192091,4.562879086,9.813719749,1.972316742,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80216372,66.79975128,0.75104779,0.700344324,Jordan,Middle East and North Africa,4.633399963,0.058751218,4.748552322,4.518247604,9.025999069,1.972316742,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723874032,54.20582199,0.864451885,0.683019102,Mozambique,Sub-Saharan Africa,4.623600006,0.079284087,4.778996944,4.468203068,7.069345951,1.972316742,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2.221216202,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702652037,60.09693146,0.829747558,0.831499159,Kenya,Sub-Saharan Africa,4.583000183,0.067804985,4.715898037,4.450102329,8.02977562,1.972316742,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846880972,56.50148773,0.767520964,0.851449788,Namibia,Sub-Saharan Africa,4.571100235,0.060983475,4.690628052,4.451572418,9.203141212,1.972316742,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.878879368,64.60678101,0.663081884,0.920636714,Ukraine,Commonwealth of Independent States,4.56069994,0.049683895,4.658080578,4.463319302,9.010690689,1.972316742,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70928055,56.09631348,0.735268712,0.856375933,Liberia,Sub-Saharan Africa,4.557899952,0.081956357,4.71853447,4.397265434,7.054380417,1.972316742,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825295925,62.25,0.645791829,0.824199975,Palestinian Territories,Middle East and North Africa,4.552800179,0.055874817,4.662314892,4.443285465,8.389223099,1.972316742,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764994621,55.70820236,0.731713951,0.836737812,Uganda,Sub-Saharan Africa,4.43200016,0.068495452,4.566251278,4.297749043,7.500389576,1.972316742,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632388055,48.22053909,0.587305248,0.802760839,Chad,Sub-Saharan Africa,4.422699928,0.075231321,4.570153236,4.27524662,7.467963696,1.972316742,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688718557,66.89785767,0.593361557,0.867590249,Tunisia,Middle East and North Africa,4.392199993,0.049670532,4.489554405,4.294845581,9.314972878,1.972316742,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790819228,57.01017761,0.551522553,0.746223509,Mauritania,Sub-Saharan Africa,4.374599934,0.055093341,4.482583046,4.266616821,8.233919144,1.972316742,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825374067,67.20006561,0.837633669,0.859001756,Sri Lanka,South Asia,4.327000141,0.053085525,4.431047916,4.222952366,9.389969826,1.972316742,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672159016,52.90000153,0.700793564,0.809403598,Congo (Kinshasa),Sub-Saharan Africa,4.31099987,0.108998232,4.524636269,4.097363472,6.694256306,1.972316742,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2.437864304,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.770290196,51.18823624,0.646822274,0.708263338,Swaziland,Sub-Saharan Africa,4.308100224,0.07145194,4.448145866,4.168054581,9.16267395,1.972316742,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,1.686207294,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78440702,58.96171188,0.895075202,0.645124316,Myanmar,Southeast Asia,4.308000088,0.042949215,4.392180443,4.223819733,8.680481911,1.972316742,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,,,,,,
